U_imp,Frequency,Amplitude
0.1,0.0,0.2458598401314011
0.1,0.09833333333333334,0.3604643418563766
0.1,0.19666666666666668,16.1773920179239
0.1,0.29500000000000004,7.63113141718621
0.1,0.39333333333333337,1.7277105589591473
0.1,0.4916666666666667,0.7242041346387013
0.1,0.5900000000000001,0.8013402189088064
0.1,0.6883333333333334,7.229416728140048
0.1,0.7866666666666667,1.109300453117251
0.1,0.8850000000000001,0.573612412555784
0.1,0.9833333333333334,0.406932159646718
0.1,1.0816666666666668,0.32379019455837993
0.1,1.1800000000000002,0.27324334525689364
0.1,1.2783333333333335,0.23899981294544304
0.1,1.3766666666666667,0.21418527342622695
0.1,1.475,0.1953719848780083
0.1,1.5733333333333335,0.18064787061240434
0.1,1.6716666666666669,0.16885696605233252
0.1,1.7700000000000002,0.15925700886391841
0.1,1.8683333333333334,0.15134870526023067
0.1,1.9666666666666668,0.14478372086073715
0.1,2.0650000000000004,0.13931194511721456
0.1,2.1633333333333336,0.13474972022348655
0.1,2.2616666666666667,0.13095990303787408
0.1,2.3600000000000003,0.12783892811574185
0.1,2.4583333333333335,0.12530818587158263
0.1,2.556666666666667,0.1233081599930845
0.1,2.6550000000000002,0.12179439178684423
0.1,2.7533333333333334,0.12073469793946116
0.1,2.851666666666667,0.12010728310594201
0.41052631578947374,0.0,0.672496739240229
0.41052631578947374,0.09833333333333334,2.256771082583614
0.41052631578947374,0.19666666666666668,10.17710989862132
0.41052631578947374,0.29500000000000004,7.837789202764325
0.41052631578947374,0.39333333333333337,9.605327690942097
0.41052631578947374,0.4916666666666667,3.3157837064543
0.41052631578947374,0.5900000000000001,1.9708700840433466
0.41052631578947374,0.6883333333333334,0.9118132247665496
0.41052631578947374,0.7866666666666667,1.5804788464048234
0.41052631578947374,0.8850000000000001,7.57470538330924
0.41052631578947374,0.9833333333333334,3.0925609241498546
0.41052631578947374,1.0816666666666668,2.2854403442638422
0.41052631578947374,1.1800000000000002,1.9058110522056375
0.41052631578947374,1.2783333333333335,1.6717111475618731
0.41052631578947374,1.3766666666666667,1.5081583852154727
0.41052631578947374,1.475,1.385707016152287
0.41052631578947374,1.5733333333333335,1.2900421402010347
0.41052631578947374,1.6716666666666669,1.2131950410705437
0.41052631578947374,1.7700000000000002,1.1502983899320178
0.41052631578947374,1.8683333333333334,1.0981744204342152
0.41052631578947374,1.9666666666666668,1.0546437229418348
0.41052631578947374,2.0650000000000004,1.0181553304137492
0.41052631578947374,2.1633333333333336,0.9875745570444392
0.41052631578947374,2.2616666666666667,0.9620544566876056
0.41052631578947374,2.3600000000000003,0.9409544679650145
0.41052631578947374,2.4583333333333335,0.9237871258399428
0.41052631578947374,2.556666666666667,0.9101822499780307
0.41052631578947374,2.6550000000000002,0.8998624816735785
0.41052631578947374,2.7533333333333334,0.8926264994400154
0.41052631578947374,2.851666666666667,0.8883376648991154
0.7210526315789474,0.0,0.36978385751602993
0.7210526315789474,0.09833333333333334,0.3808266807644023
0.7210526315789474,0.19666666666666668,0.4669389067794282
0.7210526315789474,0.29500000000000004,16.161702399059383
0.7210526315789474,0.39333333333333337,7.531247873248594
0.7210526315789474,0.4916666666666667,1.8094043979333274
0.7210526315789474,0.5900000000000001,0.7218593916195012
0.7210526315789474,0.6883333333333334,0.5118642060152174
0.7210526315789474,0.7866666666666667,0.5423404327902948
0.7210526315789474,0.8850000000000001,0.8976987025704408
0.7210526315789474,0.9833333333333334,7.2555466976246334
0.7210526315789474,1.0816666666666668,1.1693524617437139
0.7210526315789474,1.1800000000000002,0.5575272825512994
0.7210526315789474,1.2783333333333335,0.37517884377824245
0.7210526315789474,1.3766666666666667,0.2879220279033184
0.7210526315789474,1.475,0.2368690777645196
0.7210526315789474,1.5733333333333335,0.20345236064569175
0.7210526315789474,1.6716666666666669,0.1799756084015483
0.7210526315789474,1.7700000000000002,0.16267595452690417
0.7210526315789474,1.8683333333333334,0.14949628880403368
0.7210526315789474,1.9666666666666668,0.1392176888429548
0.7210526315789474,2.0650000000000004,0.13107293807580273
