Time,S(t)
0.0,0.9999999999999998
0.1724137931034483,0.48460292163158447
0.3448275862068966,0.011998528235170391
0.5172413793103449,-0.06620435595942664
0.6896551724137931,-0.6806334757409905
0.8620689655172414,-0.9081787841721974
1.0344827586206897,-0.2469619898193972
1.206896551724138,-0.004577610968472978
1.3793103448275863,0.1308579363828697
1.5517241379310347,0.7624089217736377
1.7241379310344829,0.6666554167958035
1.896551724137931,0.06009558164013251
2.0689655172413794,0.065627460360551
2.241379310344828,-0.17202981326124067
2.413793103448276,-0.7028294590332322
2.586206896551724,-0.36448206981652553
2.7586206896551726,-0.0012927382901791185
2.931034482758621,-0.18964184570553044
3.1034482758620694,0.17209106688966108
3.2758620689655173,0.527817590948894
3.4482758620689657,0.11238228266437306
3.620689655172414,0.10217931884834724
3.793103448275862,0.34221096221912195
3.9655172413793105,-0.13475428737395267
4.137931034482759,-0.30357372915003294
4.310344827586207,-0.0013594137445543941
4.482758620689656,-0.33458727120816967
4.655172413793104,-0.47111387997102777
4.827586206896552,0.07990306724134422
5.0,0.10951723146597814
