Time,S(t)
0.0,1.0
0.1724137931034483,0.2779972010734887
0.3448275862068966,-0.0017836041003824188
0.5172413793103449,0.10171016215630035
0.6896551724137931,0.6807533045230669
0.8620689655172414,0.08742876090680934
1.0344827586206897,-0.11712977412576525
1.206896551724138,0.0014901128675314235
1.3793103448275863,0.1703443184108639
1.5517241379310347,-0.4293281742278317
1.7241379310344829,-0.5356188460961939
1.896551724137931,-0.014009898850169455
2.0689655172413794,-0.0053987431149049026
2.241379310344828,-0.6048855921749599
2.413793103448276,-0.8678468509412869
2.586206896551724,-0.06656497592033445
2.7586206896551726,-3.71613126571857e-05
2.931034482758621,-0.29505396063347966
3.1034482758620694,-0.603328103184008
3.2758620689655173,0.15427169736463586
3.4482758620689657,0.035230913366437244
3.620689655172414,-0.033584140796442896
3.793103448275862,-0.07982142650565183
3.9655172413793105,0.6886443566313003
4.137931034482759,0.2905828214125552
4.310344827586207,2.7985511608319413e-05
4.482758620689656,0.09199747131547076
4.655172413793104,0.9000932162099526
4.827586206896552,0.5525444428329185
5.0,-0.0027935297820221305
